fecha,tipo,nro_sesion,nro_reunion,url
04-05-2005,TRIBUNAL DE JUICIO POLITICO,04,12,https://www.senado.gov.ar/parlamentario/sesiones/04-05-2005/12/downloadTac
04-05-2005,ORDINARIA,06,11,https://www.senado.gov.ar/parlamentario/sesiones/04-05-2005/11/downloadTac
20-04-2005,TRIBUNAL DE JUICIO POLITICO,03,10,https://www.senado.gov.ar/parlamentario/sesiones/20-04-2005/10/downloadTac
20-04-2005,ORDINARIA,05,09,https://www.senado.gov.ar/parlamentario/sesiones/20-04-2005/09/downloadTac
06-04-2005,ORDINARIA,04,07,https://www.senado.gov.ar/parlamentario/sesiones/06-04-2005/07/downloadTac
06-04-2005,TRIBUNAL DE JUICIO POLITICO,02,08,https://www.senado.gov.ar/parlamentario/sesiones/06-04-2005/08/downloadTac
06-04-2005,ESPECIAL,00,06,https://www.senado.gov.ar/parlamentario/sesiones/06-04-2005/06/downloadTac
16-03-2005,ORDINARIA,03,05,https://www.senado.gov.ar/parlamentario/sesiones/16-03-2005/05/downloadTac
09-03-2005,ORDINARIA,02,03,https://www.senado.gov.ar/parlamentario/sesiones/09-03-2005/03/downloadTac
09-03-2005,TRIBUNAL DE JUICIO POLITICO,01,04,https://www.senado.gov.ar/parlamentario/sesiones/09-03-2005/04/downloadTac
02-03-2005,ORDINARIA,01,02,https://www.senado.gov.ar/parlamentario/sesiones/02-03-2005/02/downloadTac
01-03-2005,ASAMBLEA,00,00,https://www.senado.gov.ar/parlamentario/sesiones/01-03-2005/00/downloadTac
24-02-2005,PREPARATORIA,00,01,https://www.senado.gov.ar/parlamentario/sesiones/24-02-2005/01/downloadTac
24-02-2005,EXTRAORDINARIA,02,39,https://www.senado.gov.ar/parlamentario/sesiones/24-02-2005/39/downloadTac
03-02-2005,EXTRAORDINARIA,01,38,https://www.senado.gov.ar/parlamentario/sesiones/03-02-2005/38/downloadTac
16-12-2004,ORDINARIA,29,36,https://www.senado.gov.ar/parlamentario/sesiones/16-12-2004/36/downloadTac
16-12-2004,ORDINARIA,30,37,https://www.senado.gov.ar/parlamentario/sesiones/16-12-2004/37/downloadTac
01-12-2004,ORDINARIA,28,35,https://www.senado.gov.ar/parlamentario/sesiones/01-12-2004/35/downloadTac
24-11-2004,ORDINARIA,27,34,https://www.senado.gov.ar/parlamentario/sesiones/24-11-2004/34/downloadTac
17-11-2004,ASAMBLEA,00,00,https://www.senado.gov.ar/parlamentario/sesiones/17-11-2004/00/downloadTac
17-11-2004,ORDINARIA,26,33,https://www.senado.gov.ar/parlamentario/sesiones/17-11-2004/33/downloadTac
10-11-2004,ORDINARIA,25,32,https://www.senado.gov.ar/parlamentario/sesiones/10-11-2004/32/downloadTac
27-10-2004,ORDINARIA,24,31,https://www.senado.gov.ar/parlamentario/sesiones/27-10-2004/31/downloadTac
20-10-2004,ORDINARIA,23,30,https://www.senado.gov.ar/parlamentario/sesiones/20-10-2004/30/downloadTac
13-10-2004,ESPECIAL,00,29,https://www.senado.gov.ar/parlamentario/sesiones/13-10-2004/29/downloadTac
13-10-2004,ORDINARIA,22,28,https://www.senado.gov.ar/parlamentario/sesiones/13-10-2004/28/downloadTac
06-10-2004,ORDINARIA,21,27,https://www.senado.gov.ar/parlamentario/sesiones/06-10-2004/27/downloadTac
29-09-2004,EN MINORÍA,00,26,https://www.senado.gov.ar/parlamentario/sesiones/29-09-2004/26/downloadTac
22-09-2004,ORDINARIA,20,25,https://www.senado.gov.ar/parlamentario/sesiones/22-09-2004/25/downloadTac
15-09-2004,ORDINARIA,19,24,https://www.senado.gov.ar/parlamentario/sesiones/15-09-2004/24/downloadTac
01-09-2004,TRIBUNAL DE JUICIO POLITICO,02,22,https://www.senado.gov.ar/parlamentario/sesiones/01-09-2004/22/downloadTac
01-09-2004,ORDINARIA,18,23,https://www.senado.gov.ar/parlamentario/sesiones/01-09-2004/23/downloadTac
25-08-2004,ORDINARIA,17,21,https://www.senado.gov.ar/parlamentario/sesiones/25-08-2004/21/downloadTac
18-08-2004,ORDINARIA,16,19,https://www.senado.gov.ar/parlamentario/sesiones/18-08-2004/19/downloadTac
18-08-2004,TRIBUNAL DE JUICIO POLITICO,01,20,https://www.senado.gov.ar/parlamentario/sesiones/18-08-2004/20/downloadTac
11-08-2004,ORDINARIA,15,18,https://www.senado.gov.ar/parlamentario/sesiones/11-08-2004/18/downloadTac
04-08-2004,ORDINARIA,14,17,https://www.senado.gov.ar/parlamentario/sesiones/04-08-2004/17/downloadTac
07-07-2004,ORDINARIA,13,16,https://www.senado.gov.ar/parlamentario/sesiones/07-07-2004/16/downloadTac
30-06-2004,ESPECIAL,00,15,https://www.senado.gov.ar/parlamentario/sesiones/30-06-2004/15/downloadTac
23-06-2004,ORDINARIA,12,14,https://www.senado.gov.ar/parlamentario/sesiones/23-06-2004/14/downloadTac
09-06-2004,ORDINARIA,11,13,https://www.senado.gov.ar/parlamentario/sesiones/09-06-2004/13/downloadTac
02-06-2004,ORDINARIA,10,12,https://www.senado.gov.ar/parlamentario/sesiones/02-06-2004/12/downloadTac
19-05-2004,ORDINARIA,09,11,https://www.senado.gov.ar/parlamentario/sesiones/19-05-2004/11/downloadTac
12-05-2004,ORDINARIA,08,10,https://www.senado.gov.ar/parlamentario/sesiones/12-05-2004/10/downloadTac
05-05-2004,ORDINARIA,07,09,https://www.senado.gov.ar/parlamentario/sesiones/05-05-2004/09/downloadTac
28-04-2004,ORDINARIA,06,08,https://www.senado.gov.ar/parlamentario/sesiones/28-04-2004/08/downloadTac
21-04-2004,ORDINARIA,05,07,https://www.senado.gov.ar/parlamentario/sesiones/21-04-2004/07/downloadTac
14-04-2004,ORDINARIA,04,06,https://www.senado.gov.ar/parlamentario/sesiones/14-04-2004/06/downloadTac
07-04-2004,ORDINARIA,03,05,https://www.senado.gov.ar/parlamentario/sesiones/07-04-2004/05/downloadTac
31-03-2004,ORDINARIA,02,04,https://www.senado.gov.ar/parlamentario/sesiones/31-03-2004/04/downloadTac
18-03-2004,ORDINARIA,01,02,https://www.senado.gov.ar/parlamentario/sesiones/18-03-2004/02/downloadTac
18-03-2004,ESPECIAL,00,03,https://www.senado.gov.ar/parlamentario/sesiones/18-03-2004/03/downloadTac
01-03-2004,ASAMBLEA,00,00,https://www.senado.gov.ar/parlamentario/sesiones/01-03-2004/00/downloadTac
24-02-2004,PREPARATORIA,00,01,https://www.senado.gov.ar/parlamentario/sesiones/24-02-2004/01/downloadTac
24-02-2004,EXTRAORDINARIA,01,43,https://www.senado.gov.ar/parlamentario/sesiones/24-02-2004/43/downloadTac
17-12-2003,ORDINARIA,21,41,https://www.senado.gov.ar/parlamentario/sesiones/17-12-2003/41/downloadTac
04-12-2003,ORDINARIA,20,40,https://www.senado.gov.ar/parlamentario/sesiones/04-12-2003/40/downloadTac
03-12-2003,TRIBUNAL DE JUICIO POLITICO,13,39,https://www.senado.gov.ar/parlamentario/sesiones/03-12-2003/39/downloadTac
27-11-2003,TRIBUNAL DE JUICIO POLITICO,12,38,https://www.senado.gov.ar/parlamentario/sesiones/27-11-2003/38/downloadTac
27-11-2003,ESPECIAL,00,37,https://www.senado.gov.ar/parlamentario/sesiones/27-11-2003/37/downloadTac
26-11-2003,TRIBUNAL DE JUICIO POLITICO,11,36,https://www.senado.gov.ar/parlamentario/sesiones/26-11-2003/36/downloadTac
26-11-2003,ORDINARIA,19,35,https://www.senado.gov.ar/parlamentario/sesiones/26-11-2003/35/downloadTac
19-11-2003,ORDINARIA,18,33,https://www.senado.gov.ar/parlamentario/sesiones/19-11-2003/33/downloadTac
19-11-2003,TRIBUNAL DE JUICIO POLITICO,10,34,https://www.senado.gov.ar/parlamentario/sesiones/19-11-2003/34/downloadTac
11-11-2003,TRIBUNAL DE JUICIO POLITICO,9,32,https://www.senado.gov.ar/parlamentario/sesiones/11-11-2003/32/downloadTac
05-11-2003,TRIBUNAL DE JUICIO POLITICO,8,31,https://www.senado.gov.ar/parlamentario/sesiones/05-11-2003/31/downloadTac
05-11-2003,ORDINARIA,17,30,https://www.senado.gov.ar/parlamentario/sesiones/05-11-2003/30/downloadTac
04-11-2003,TRIBUNAL DE JUICIO POLITICO,7,29,https://www.senado.gov.ar/parlamentario/sesiones/04-11-2003/29/downloadTac
29-10-2003,ORDINARIA,16,27,https://www.senado.gov.ar/parlamentario/sesiones/29-10-2003/27/downloadTac
29-10-2003,TRIBUNAL DE JUICIO POLITICO,6,28,https://www.senado.gov.ar/parlamentario/sesiones/29-10-2003/28/downloadTac
16-10-2003,ASAMBLEA,00,00,https://www.senado.gov.ar/parlamentario/sesiones/16-10-2003/00/downloadTac
15-10-2003,ORDINARIA,15,26,https://www.senado.gov.ar/parlamentario/sesiones/15-10-2003/26/downloadTac
08-10-2003,TRIBUNAL DE JUICIO POLITICO,5,25,https://www.senado.gov.ar/parlamentario/sesiones/08-10-2003/25/downloadTac
01-10-2003,TRIBUNAL DE JUICIO POLITICO,4,24,https://www.senado.gov.ar/parlamentario/sesiones/01-10-2003/24/downloadTac
01-10-2003,ORDINARIA,14,23,https://www.senado.gov.ar/parlamentario/sesiones/01-10-2003/23/downloadTac
17-09-2003,ORDINARIA,13,22,https://www.senado.gov.ar/parlamentario/sesiones/17-09-2003/22/downloadTac
03-09-2003,TRIBUNAL DE JUICIO POLITICO,3,20,https://www.senado.gov.ar/parlamentario/sesiones/03-09-2003/20/downloadTac
03-09-2003,ORDINARIA,12,21,https://www.senado.gov.ar/parlamentario/sesiones/03-09-2003/21/downloadTac
28-08-2003,ASAMBLEA,00,00,https://www.senado.gov.ar/parlamentario/sesiones/28-08-2003/00/downloadTac
27-08-2003,TRIBUNAL DE JUICIO POLITICO,2,19,https://www.senado.gov.ar/parlamentario/sesiones/27-08-2003/19/downloadTac
20-08-2003,TRIBUNAL DE JUICIO POLITICO,1,18,https://www.senado.gov.ar/parlamentario/sesiones/20-08-2003/18/downloadTac
20-08-2003,ORDINARIA,11,17,https://www.senado.gov.ar/parlamentario/sesiones/20-08-2003/17/downloadTac
06-08-2003,ORDINARIA,10,16,https://www.senado.gov.ar/parlamentario/sesiones/06-08-2003/16/downloadTac
23-07-2003,ORDINARIA,09,15,https://www.senado.gov.ar/parlamentario/sesiones/23-07-2003/15/downloadTac
02-07-2003,ORDINARIA,08,14,https://www.senado.gov.ar/parlamentario/sesiones/02-07-2003/14/downloadTac
25-06-2003,ESPECIAL,00,13,https://www.senado.gov.ar/parlamentario/sesiones/25-06-2003/13/downloadTac
18-06-2003,ORDINARIA,07,12,https://www.senado.gov.ar/parlamentario/sesiones/18-06-2003/12/downloadTac
11-06-2003,ORDINARIA,06,11,https://www.senado.gov.ar/parlamentario/sesiones/11-06-2003/11/downloadTac
04-06-2003,ORDINARIA,05,10,https://www.senado.gov.ar/parlamentario/sesiones/04-06-2003/10/downloadTac
28-05-2003,ORDINARIA,04,09,https://www.senado.gov.ar/parlamentario/sesiones/28-05-2003/09/downloadTac
25-05-2003,ASAMBLEA,00,00,https://www.senado.gov.ar/parlamentario/sesiones/25-05-2003/00/downloadTac
08-05-2003,ASAMBLEA,00,00,https://www.senado.gov.ar/parlamentario/sesiones/08-05-2003/00/downloadTac
07-05-2003,ORDINARIA,03,08,https://www.senado.gov.ar/parlamentario/sesiones/07-05-2003/08/downloadTac
07-05-2003,ESPECIAL,00,07,https://www.senado.gov.ar/parlamentario/sesiones/07-05-2003/07/downloadTac
09-04-2003,ORDINARIA,03,06,https://www.senado.gov.ar/parlamentario/sesiones/09-04-2003/06/downloadTac
26-03-2003,ORDINARIA,02,05,https://www.senado.gov.ar/parlamentario/sesiones/26-03-2003/05/downloadTac
13-03-2003,ORDINARIA,01,04,https://www.senado.gov.ar/parlamentario/sesiones/13-03-2003/04/downloadTac
12-03-2003,ORDINARIA,01,03,https://www.senado.gov.ar/parlamentario/sesiones/12-03-2003/03/downloadTac
06-03-2003,ORDINARIA,01,02,https://www.senado.gov.ar/parlamentario/sesiones/06-03-2003/02/downloadTac
01-03-2003,ASAMBLEA,00,00,https://www.senado.gov.ar/parlamentario/sesiones/01-03-2003/00/downloadTac
27-02-2003,PREPARATORIA,00,01,https://www.senado.gov.ar/parlamentario/sesiones/27-02-2003/01/downloadTac
26-02-2003,EXTRAORDINARIA,03,41,https://www.senado.gov.ar/parlamentario/sesiones/26-02-2003/41/downloadTac
26-12-2002,EXTRAORDINARIA,02,40,https://www.senado.gov.ar/parlamentario/sesiones/26-12-2002/40/downloadTac
18-12-2002,EXTRAORDINARIA,01,39,https://www.senado.gov.ar/parlamentario/sesiones/18-12-2002/39/downloadTac
28-11-2002,ORDINARIA,20,38,https://www.senado.gov.ar/parlamentario/sesiones/28-11-2002/38/downloadTac
27-11-2002,ORDINARIA,18,36,https://www.senado.gov.ar/parlamentario/sesiones/27-11-2002/36/downloadTac
27-11-2002,ORDINARIA,19,37,https://www.senado.gov.ar/parlamentario/sesiones/27-11-2002/37/downloadTac
21-11-2002,ORDINARIA,18,35,https://www.senado.gov.ar/parlamentario/sesiones/21-11-2002/35/downloadTac
13-11-2002,ESPECIAL,00,34,https://www.senado.gov.ar/parlamentario/sesiones/13-11-2002/34/downloadTac
06-11-2002,ORDINARIA,17,33,https://www.senado.gov.ar/parlamentario/sesiones/06-11-2002/33/downloadTac
06-11-2002,ESPECIAL,00,32,https://www.senado.gov.ar/parlamentario/sesiones/06-11-2002/32/downloadTac
30-10-2002,ORDINARIA,16,31,https://www.senado.gov.ar/parlamentario/sesiones/30-10-2002/31/downloadTac
23-10-2002,ESPECIAL,00,29,https://www.senado.gov.ar/parlamentario/sesiones/23-10-2002/29/downloadTac
23-10-2002,ORDINARIA,15,30,https://www.senado.gov.ar/parlamentario/sesiones/23-10-2002/30/downloadTac
16-10-2002,ESPECIAL,00,28,https://www.senado.gov.ar/parlamentario/sesiones/16-10-2002/28/downloadTac
09-10-2002,ESPECIAL,00,27,https://www.senado.gov.ar/parlamentario/sesiones/09-10-2002/27/downloadTac
02-10-2002,ESPECIAL,00,26,https://www.senado.gov.ar/parlamentario/sesiones/02-10-2002/26/downloadTac
25-09-2002,ORDINARIA,14,25,https://www.senado.gov.ar/parlamentario/sesiones/25-09-2002/25/downloadTac
18-09-2002,ORDINARIA,14,24,https://www.senado.gov.ar/parlamentario/sesiones/18-09-2002/24/downloadTac
11-09-2002,ORDINARIA,13,23,https://www.senado.gov.ar/parlamentario/sesiones/11-09-2002/23/downloadTac
04-09-2002,ORDINARIA,13,22,https://www.senado.gov.ar/parlamentario/sesiones/04-09-2002/22/downloadTac
28-08-2002,ORDINARIA,12,21,https://www.senado.gov.ar/parlamentario/sesiones/28-08-2002/21/downloadTac
22-08-2002,EN MINORÍA,00,20,https://www.senado.gov.ar/parlamentario/sesiones/22-08-2002/20/downloadTac
15-08-2002,ORDINARIA,11,19,https://www.senado.gov.ar/parlamentario/sesiones/15-08-2002/19/downloadTac
08-08-2002,EN MINORÍA,00,18,https://www.senado.gov.ar/parlamentario/sesiones/08-08-2002/18/downloadTac
01-08-2002,ORDINARIA,10,17,https://www.senado.gov.ar/parlamentario/sesiones/01-08-2002/17/downloadTac
11-07-2002,ESPECIAL,00,16,https://www.senado.gov.ar/parlamentario/sesiones/11-07-2002/16/downloadTac
03-07-2002,ORDINARIA,09,15,https://www.senado.gov.ar/parlamentario/sesiones/03-07-2002/15/downloadTac
12-06-2002,ORDINARIA,08,14,https://www.senado.gov.ar/parlamentario/sesiones/12-06-2002/14/downloadTac
30-05-2002,ORDINARIA,07,13,https://www.senado.gov.ar/parlamentario/sesiones/30-05-2002/13/downloadTac
28-05-2002,EN MINORÍA,00,12,https://www.senado.gov.ar/parlamentario/sesiones/28-05-2002/12/downloadTac
23-05-2002,ORDINARIA,06,11,https://www.senado.gov.ar/parlamentario/sesiones/23-05-2002/11/downloadTac
15-05-2002,ORDINARIA,05,10,https://www.senado.gov.ar/parlamentario/sesiones/15-05-2002/10/downloadTac
09-05-2002,ORDINARIA,04,09,https://www.senado.gov.ar/parlamentario/sesiones/09-05-2002/09/downloadTac
08-05-2002,ORDINARIA,04,08,https://www.senado.gov.ar/parlamentario/sesiones/08-05-2002/08/downloadTac
24-04-2002,ESPECIAL,00,07,https://www.senado.gov.ar/parlamentario/sesiones/24-04-2002/07/downloadTac
11-04-2002,ORDINARIA,03,06,https://www.senado.gov.ar/parlamentario/sesiones/11-04-2002/06/downloadTac
11-04-2002,ESPECIAL,00,05,https://www.senado.gov.ar/parlamentario/sesiones/11-04-2002/05/downloadTac
04-04-2002,ORDINARIA,02,04,https://www.senado.gov.ar/parlamentario/sesiones/04-04-2002/04/downloadTac
14-03-2002,ORDINARIA,01,03,https://www.senado.gov.ar/parlamentario/sesiones/14-03-2002/03/downloadTac
05-03-2002,ESPECIAL,00,02,https://www.senado.gov.ar/parlamentario/sesiones/05-03-2002/02/downloadTac
01-03-2002,ASAMBLEA,00,00,https://www.senado.gov.ar/parlamentario/sesiones/01-03-2002/00/downloadTac
21-02-2002,ORDINARIA,31,83,https://www.senado.gov.ar/parlamentario/sesiones/21-02-2002/83/downloadTac
21-02-2002,PREPARATORIA,00,01,https://www.senado.gov.ar/parlamentario/sesiones/21-02-2002/01/downloadTac
23-01-2002,ORDINARIA,30,82,https://www.senado.gov.ar/parlamentario/sesiones/23-01-2002/82/downloadTac
17-01-2002,ORDINARIA,29,81,https://www.senado.gov.ar/parlamentario/sesiones/17-01-2002/81/downloadTac
06-01-2002,ORDINARIA,28,80,https://www.senado.gov.ar/parlamentario/sesiones/06-01-2002/80/downloadTac
04-01-2002,ORDINARIA,28,79,https://www.senado.gov.ar/parlamentario/sesiones/04-01-2002/79/downloadTac
01-01-2002,ASAMBLEA,00,00,https://www.senado.gov.ar/parlamentario/sesiones/01-01-2002/00/downloadTac
22-12-2001,ASAMBLEA,00,00,https://www.senado.gov.ar/parlamentario/sesiones/22-12-2001/00/downloadTac
21-12-2001,ASAMBLEA,00,00,https://www.senado.gov.ar/parlamentario/sesiones/21-12-2001/00/downloadTac
20-12-2001,EXTRAORDINARIA,02,78,https://www.senado.gov.ar/parlamentario/sesiones/20-12-2001/78/downloadTac
19-12-2001,EXTRAORDINARIA,02,77,https://www.senado.gov.ar/parlamentario/sesiones/19-12-2001/77/downloadTac
12-12-2001,EXTRAORDINARIA,01,76,https://www.senado.gov.ar/parlamentario/sesiones/12-12-2001/76/downloadTac
29-11-2001,EN MINORÍA,00,75,https://www.senado.gov.ar/parlamentario/sesiones/29-11-2001/75/downloadTac
29-11-2001,PREPARATORIA,00,74,https://www.senado.gov.ar/parlamentario/sesiones/29-11-2001/74/downloadTac
28-11-2001,ORDINARIA,26,73,https://www.senado.gov.ar/parlamentario/sesiones/28-11-2001/73/downloadTac
21-11-2001,ORDINARIA,24,72,https://www.senado.gov.ar/parlamentario/sesiones/21-11-2001/72/downloadTac
14-11-2001,ORDINARIA,22,71,https://www.senado.gov.ar/parlamentario/sesiones/14-11-2001/71/downloadTac
13-11-2001,EN MINORÍA,00,70,https://www.senado.gov.ar/parlamentario/sesiones/13-11-2001/70/downloadTac
07-11-2001,ORDINARIA,21,69,https://www.senado.gov.ar/parlamentario/sesiones/07-11-2001/69/downloadTac
31-10-2001,EN MINORÍA,00,68,https://www.senado.gov.ar/parlamentario/sesiones/31-10-2001/68/downloadTac
24-10-2001,EN MINORÍA,20,67,https://www.senado.gov.ar/parlamentario/sesiones/24-10-2001/67/downloadTac
23-10-2001,ORDINARIA,20,66,https://www.senado.gov.ar/parlamentario/sesiones/23-10-2001/66/downloadTac
18-09-2001,TRIBUNAL DE JUICIO POLITICO,27,65,https://www.senado.gov.ar/parlamentario/sesiones/18-09-2001/65/downloadTac
18-09-2001,ORDINARIA,19,64,https://www.senado.gov.ar/parlamentario/sesiones/18-09-2001/64/downloadTac
11-09-2001,TRIBUNAL DE JUICIO POLITICO,32,63,https://www.senado.gov.ar/parlamentario/sesiones/11-09-2001/63/downloadTac
11-09-2001,ESPECIAL,00,62,https://www.senado.gov.ar/parlamentario/sesiones/11-09-2001/62/downloadTac
04-09-2001,TRIBUNAL DE JUICIO POLITICO,26,61,https://www.senado.gov.ar/parlamentario/sesiones/04-09-2001/61/downloadTac
04-09-2001,ORDINARIA,18,60,https://www.senado.gov.ar/parlamentario/sesiones/04-09-2001/60/downloadTac
29-08-2001,TRIBUNAL DE JUICIO POLITICO,25,58,https://www.senado.gov.ar/parlamentario/sesiones/29-08-2001/58/downloadTac
29-08-2001,TRIBUNAL DE JUICIO POLITICO,24,59,https://www.senado.gov.ar/parlamentario/sesiones/29-08-2001/59/downloadTac
29-08-2001,ORDINARIA,17,57,https://www.senado.gov.ar/parlamentario/sesiones/29-08-2001/57/downloadTac
15-08-2001,ORDINARIA,16,54,https://www.senado.gov.ar/parlamentario/sesiones/15-08-2001/54/downloadTac
15-08-2001,TRIBUNAL DE JUICIO POLITICO,31,56,https://www.senado.gov.ar/parlamentario/sesiones/15-08-2001/56/downloadTac
15-08-2001,TRIBUNAL DE JUICIO POLITICO,23,55,https://www.senado.gov.ar/parlamentario/sesiones/15-08-2001/55/downloadTac
08-08-2001,TRIBUNAL DE JUICIO POLITICO,22,51,https://www.senado.gov.ar/parlamentario/sesiones/08-08-2001/51/downloadTac
08-08-2001,TRIBUNAL DE JUICIO POLITICO,24,53,https://www.senado.gov.ar/parlamentario/sesiones/08-08-2001/53/downloadTac
08-08-2001,TRIBUNAL DE JUICIO POLITICO,30,52,https://www.senado.gov.ar/parlamentario/sesiones/08-08-2001/52/downloadTac
08-08-2001,ORDINARIA,15,50,https://www.senado.gov.ar/parlamentario/sesiones/08-08-2001/50/downloadTac
29-07-2001,ESPECIAL,00,49,https://www.senado.gov.ar/parlamentario/sesiones/29-07-2001/49/downloadTac
25-07-2001,ORDINARIA,14,48,https://www.senado.gov.ar/parlamentario/sesiones/25-07-2001/48/downloadTac
18-07-2001,ORDINARIA,13,45,https://www.senado.gov.ar/parlamentario/sesiones/18-07-2001/45/downloadTac
18-07-2001,TRIBUNAL DE JUICIO POLITICO,21,46,https://www.senado.gov.ar/parlamentario/sesiones/18-07-2001/46/downloadTac
18-07-2001,TRIBUNAL DE JUICIO POLITICO,23,47,https://www.senado.gov.ar/parlamentario/sesiones/18-07-2001/47/downloadTac
27-06-2001,ORDINARIA,12,43,https://www.senado.gov.ar/parlamentario/sesiones/27-06-2001/43/downloadTac
27-06-2001,TRIBUNAL DE JUICIO POLITICO,29,44,https://www.senado.gov.ar/parlamentario/sesiones/27-06-2001/44/downloadTac
20-06-2001,TRIBUNAL DE JUICIO POLITICO,20,42,https://www.senado.gov.ar/parlamentario/sesiones/20-06-2001/42/downloadTac
20-06-2001,ORDINARIA,11,41,https://www.senado.gov.ar/parlamentario/sesiones/20-06-2001/41/downloadTac
13-06-2001,ORDINARIA,10,38,https://www.senado.gov.ar/parlamentario/sesiones/13-06-2001/38/downloadTac
13-06-2001,TRIBUNAL DE JUICIO POLITICO,28,39,https://www.senado.gov.ar/parlamentario/sesiones/13-06-2001/39/downloadTac
13-06-2001,TRIBUNAL DE JUICIO POLITICO,22,40,https://www.senado.gov.ar/parlamentario/sesiones/13-06-2001/40/downloadTac
06-06-2001,ORDINARIA,09,37,https://www.senado.gov.ar/parlamentario/sesiones/06-06-2001/37/downloadTac
30-05-2001,ORDINARIA,09,36,https://www.senado.gov.ar/parlamentario/sesiones/30-05-2001/36/downloadTac
23-05-2001,ORDINARIA,09,35,https://www.senado.gov.ar/parlamentario/sesiones/23-05-2001/35/downloadTac
17-05-2001,TRIBUNAL DE JUICIO POLITICO,27,34,https://www.senado.gov.ar/parlamentario/sesiones/17-05-2001/34/downloadTac
16-05-2001,ORDINARIA,08,33,https://www.senado.gov.ar/parlamentario/sesiones/16-05-2001/33/downloadTac
09-05-2001,TRIBUNAL DE JUICIO POLITICO,21,31,https://www.senado.gov.ar/parlamentario/sesiones/09-05-2001/31/downloadTac
09-05-2001,ORDINARIA,07,28,https://www.senado.gov.ar/parlamentario/sesiones/09-05-2001/28/downloadTac
09-05-2001,ESPECIAL,00,32,https://www.senado.gov.ar/parlamentario/sesiones/09-05-2001/32/downloadTac
09-05-2001,TRIBUNAL DE JUICIO POLITICO,19,29,https://www.senado.gov.ar/parlamentario/sesiones/09-05-2001/29/downloadTac
09-05-2001,TRIBUNAL DE JUICIO POLITICO,26,30,https://www.senado.gov.ar/parlamentario/sesiones/09-05-2001/30/downloadTac
03-05-2001,ORDINARIA,06,24,https://www.senado.gov.ar/parlamentario/sesiones/03-05-2001/24/downloadTac
03-05-2001,TRIBUNAL DE JUICIO POLITICO,25,27,https://www.senado.gov.ar/parlamentario/sesiones/03-05-2001/27/downloadTac
03-05-2001,TRIBUNAL DE JUICIO POLITICO,20,25,https://www.senado.gov.ar/parlamentario/sesiones/03-05-2001/25/downloadTac
03-05-2001,TRIBUNAL DE JUICIO POLITICO,18,26,https://www.senado.gov.ar/parlamentario/sesiones/03-05-2001/26/downloadTac
26-04-2001,TRIBUNAL DE JUICIO POLITICO,19,22,https://www.senado.gov.ar/parlamentario/sesiones/26-04-2001/22/downloadTac
26-04-2001,TRIBUNAL DE JUICIO POLITICO,24,23,https://www.senado.gov.ar/parlamentario/sesiones/26-04-2001/23/downloadTac
20-04-2001,TRIBUNAL DE JUICIO POLITICO,23,21,https://www.senado.gov.ar/parlamentario/sesiones/20-04-2001/21/downloadTac
19-04-2001,TRIBUNAL DE JUICIO POLITICO,18,20,https://www.senado.gov.ar/parlamentario/sesiones/19-04-2001/20/downloadTac
18-04-2001,ORDINARIA,06,18,https://www.senado.gov.ar/parlamentario/sesiones/18-04-2001/18/downloadTac
18-04-2001,TRIBUNAL DE JUICIO POLITICO,17,19,https://www.senado.gov.ar/parlamentario/sesiones/18-04-2001/19/downloadTac
04-04-2001,TRIBUNAL DE JUICIO POLITICO,17,17,https://www.senado.gov.ar/parlamentario/sesiones/04-04-2001/17/downloadTac
04-04-2001,TRIBUNAL DE JUICIO POLITICO,16,15,https://www.senado.gov.ar/parlamentario/sesiones/04-04-2001/15/downloadTac
04-04-2001,ORDINARIA,05,14,https://www.senado.gov.ar/parlamentario/sesiones/04-04-2001/14/downloadTac
04-04-2001,SIN ESPECIFICAR,22,16,https://www.senado.gov.ar/parlamentario/sesiones/04-04-2001/16/downloadTac
28-03-2001,ORDINARIA,04,13,https://www.senado.gov.ar/parlamentario/sesiones/28-03-2001/13/downloadTac
23-03-2001,TRIBUNAL DE JUICIO POLITICO,15,11,https://www.senado.gov.ar/parlamentario/sesiones/23-03-2001/11/downloadTac
23-03-2001,ORDINARIA,03,12,https://www.senado.gov.ar/parlamentario/sesiones/23-03-2001/12/downloadTac
22-03-2001,TRIBUNAL DE JUICIO POLITICO,21,10,https://www.senado.gov.ar/parlamentario/sesiones/22-03-2001/10/downloadTac
20-03-2001,ESPECIAL,00,09,https://www.senado.gov.ar/parlamentario/sesiones/20-03-2001/09/downloadTac
16-03-2001,TRIBUNAL DE JUICIO POLITICO,20,8,https://www.senado.gov.ar/parlamentario/sesiones/16-03-2001/8/downloadTac
15-03-2001,TRIBUNAL DE JUICIO POLITICO,19,7,https://www.senado.gov.ar/parlamentario/sesiones/15-03-2001/7/downloadTac
15-03-2001,ASAMBLEA,00,00,https://www.senado.gov.ar/parlamentario/sesiones/15-03-2001/00/downloadTac
14-03-2001,ORDINARIA,02,06,https://www.senado.gov.ar/parlamentario/sesiones/14-03-2001/06/downloadTac
07-03-2001,TRIBUNAL DE JUICIO POLITICO,16,5,https://www.senado.gov.ar/parlamentario/sesiones/07-03-2001/5/downloadTac
07-03-2001,ORDINARIA,01,02,https://www.senado.gov.ar/parlamentario/sesiones/07-03-2001/02/downloadTac
