fecha,tipo,nro_sesion,nro_reunion,url
11-03-1998,ORDINARIA,02,03,https://www.senado.gov.ar/parlamentario/sesiones/11-03-1998/03/downloadTac
04-03-1998,ORDINARIA,01,02,https://www.senado.gov.ar/parlamentario/sesiones/04-03-1998/02/downloadTac
01-03-1998,ASAMBLEA,00,00,https://www.senado.gov.ar/parlamentario/sesiones/01-03-1998/00/downloadTac
25-02-1998,PREPARATORIA,00,01,https://www.senado.gov.ar/parlamentario/sesiones/25-02-1998/01/downloadTac
18-02-1998,EXTRAORDINARIA,04,122,https://www.senado.gov.ar/parlamentario/sesiones/18-02-1998/122/downloadTac
18-02-1998,TRIBUNAL DE JUICIO POLITICO,25,123,https://www.senado.gov.ar/parlamentario/sesiones/18-02-1998/123/downloadTac
11-02-1998,EXTRAORDINARIA,03,118,https://www.senado.gov.ar/parlamentario/sesiones/11-02-1998/118/downloadTac
11-02-1998,TRIBUNAL DE JUICIO POLITICO,19,120,https://www.senado.gov.ar/parlamentario/sesiones/11-02-1998/120/downloadTac
11-02-1998,TRIBUNAL DE JUICIO POLITICO,08,121,https://www.senado.gov.ar/parlamentario/sesiones/11-02-1998/121/downloadTac
18-12-1997,EXTRAORDINARIA CONTINUACIÓN,02,115,https://www.senado.gov.ar/parlamentario/sesiones/18-12-1997/115/downloadTac
18-12-1997,TRIBUNAL DE JUICIO POLITICO,21,117,https://www.senado.gov.ar/parlamentario/sesiones/18-12-1997/117/downloadTac
18-12-1997,TRIBUNAL DE JUICIO POLITICO,18,116,https://www.senado.gov.ar/parlamentario/sesiones/18-12-1997/116/downloadTac
17-12-1997,TRIBUNAL DE JUICIO POLITICO,17,114,https://www.senado.gov.ar/parlamentario/sesiones/17-12-1997/114/downloadTac
17-12-1997,TRIBUNAL DE JUICIO POLITICO,20,113,https://www.senado.gov.ar/parlamentario/sesiones/17-12-1997/113/downloadTac
17-12-1997,EXTRAORDINARIA,02,112,https://www.senado.gov.ar/parlamentario/sesiones/17-12-1997/112/downloadTac
10-12-1997,EXTRAORDINARIA,01,111,https://www.senado.gov.ar/parlamentario/sesiones/10-12-1997/111/downloadTac
09-12-1997,TRIBUNAL DE JUICIO POLITICO,19,109,https://www.senado.gov.ar/parlamentario/sesiones/09-12-1997/109/downloadTac
09-12-1997,TRIBUNAL DE JUICIO POLITICO,13,110,https://www.senado.gov.ar/parlamentario/sesiones/09-12-1997/110/downloadTac
09-12-1997,ORDINARIA,29,107,https://www.senado.gov.ar/parlamentario/sesiones/09-12-1997/107/downloadTac
09-12-1997,TRIBUNAL DE JUICIO POLITICO,07,108,https://www.senado.gov.ar/parlamentario/sesiones/09-12-1997/108/downloadTac
04-12-1997,ORDINARIA CONTINUACIÓN,28,106,https://www.senado.gov.ar/parlamentario/sesiones/04-12-1997/106/downloadTac
03-12-1997,TRIBUNAL DE JUICIO POLITICO,18,104,https://www.senado.gov.ar/parlamentario/sesiones/03-12-1997/104/downloadTac
03-12-1997,TRIBUNAL DE JUICIO POLITICO,16,105,https://www.senado.gov.ar/parlamentario/sesiones/03-12-1997/105/downloadTac
03-12-1997,ORDINARIA,28,103,https://www.senado.gov.ar/parlamentario/sesiones/03-12-1997/103/downloadTac
26-11-1997,TRIBUNAL DE JUICIO POLITICO,21,102,https://www.senado.gov.ar/parlamentario/sesiones/26-11-1997/102/downloadTac
26-11-1997,TRIBUNAL DE JUICIO POLITICO,06,100,https://www.senado.gov.ar/parlamentario/sesiones/26-11-1997/100/downloadTac
26-11-1997,ORDINARIA,27,99,https://www.senado.gov.ar/parlamentario/sesiones/26-11-1997/99/downloadTac
26-11-1997,TRIBUNAL DE JUICIO POLITICO,15,101,https://www.senado.gov.ar/parlamentario/sesiones/26-11-1997/101/downloadTac
19-11-1997,ORDINARIA,26,93,https://www.senado.gov.ar/parlamentario/sesiones/19-11-1997/93/downloadTac
19-11-1997,TRIBUNAL DE JUICIO POLITICO,12,97,https://www.senado.gov.ar/parlamentario/sesiones/19-11-1997/97/downloadTac
19-11-1997,TRIBUNAL DE JUICIO POLITICO,17,96,https://www.senado.gov.ar/parlamentario/sesiones/19-11-1997/96/downloadTac
19-11-1997,TRIBUNAL DE JUICIO POLITICO,14,95,https://www.senado.gov.ar/parlamentario/sesiones/19-11-1997/95/downloadTac
19-11-1997,TRIBUNAL DE JUICIO POLITICO,24,94,https://www.senado.gov.ar/parlamentario/sesiones/19-11-1997/94/downloadTac
19-11-1997,TRIBUNAL DE JUICIO POLITICO,20,98,https://www.senado.gov.ar/parlamentario/sesiones/19-11-1997/98/downloadTac
12-11-1997,TRIBUNAL DE JUICIO POLITICO,11,92,https://www.senado.gov.ar/parlamentario/sesiones/12-11-1997/92/downloadTac
12-11-1997,ORDINARIA,25,89,https://www.senado.gov.ar/parlamentario/sesiones/12-11-1997/89/downloadTac
12-11-1997,TRIBUNAL DE JUICIO POLITICO,16,91,https://www.senado.gov.ar/parlamentario/sesiones/12-11-1997/91/downloadTac
12-11-1997,TRIBUNAL DE JUICIO POLITICO,05,90,https://www.senado.gov.ar/parlamentario/sesiones/12-11-1997/90/downloadTac
05-11-1997,TRIBUNAL DE JUICIO POLITICO,23,88,https://www.senado.gov.ar/parlamentario/sesiones/05-11-1997/88/downloadTac
05-11-1997,ORDINARIA,24,87,https://www.senado.gov.ar/parlamentario/sesiones/05-11-1997/87/downloadTac
29-10-1997,TRIBUNAL DE JUICIO POLITICO,13,84,https://www.senado.gov.ar/parlamentario/sesiones/29-10-1997/84/downloadTac
29-10-1997,TRIBUNAL DE JUICIO POLITICO,10,86,https://www.senado.gov.ar/parlamentario/sesiones/29-10-1997/86/downloadTac
29-10-1997,TRIBUNAL DE JUICIO POLITICO,04,83,https://www.senado.gov.ar/parlamentario/sesiones/29-10-1997/83/downloadTac
29-10-1997,TRIBUNAL DE JUICIO POLITICO,15,85,https://www.senado.gov.ar/parlamentario/sesiones/29-10-1997/85/downloadTac
29-10-1997,ORDINARIA,23,82,https://www.senado.gov.ar/parlamentario/sesiones/29-10-1997/82/downloadTac
15-10-1997,EN MINORÍA,00,81,https://www.senado.gov.ar/parlamentario/sesiones/15-10-1997/81/downloadTac
24-09-1997,ORDINARIA,22,80,https://www.senado.gov.ar/parlamentario/sesiones/24-09-1997/80/downloadTac
10-09-1997,ORDINARIA,21,79,https://www.senado.gov.ar/parlamentario/sesiones/10-09-1997/79/downloadTac
04-09-1997,TRIBUNAL DE JUICIO POLITICO,14,78,https://www.senado.gov.ar/parlamentario/sesiones/04-09-1997/78/downloadTac
03-09-1997,TRIBUNAL DE JUICIO POLITICO,19,74,https://www.senado.gov.ar/parlamentario/sesiones/03-09-1997/74/downloadTac
03-09-1997,TRIBUNAL DE JUICIO POLITICO,03,72,https://www.senado.gov.ar/parlamentario/sesiones/03-09-1997/72/downloadTac
03-09-1997,ORDINARIA,20,71,https://www.senado.gov.ar/parlamentario/sesiones/03-09-1997/71/downloadTac
03-09-1997,TRIBUNAL DE JUICIO POLITICO,22,77,https://www.senado.gov.ar/parlamentario/sesiones/03-09-1997/77/downloadTac
03-09-1997,TRIBUNAL DE JUICIO POLITICO,9,76,https://www.senado.gov.ar/parlamentario/sesiones/03-09-1997/76/downloadTac
03-09-1997,TRIBUNAL DE JUICIO POLITICO,12,73,https://www.senado.gov.ar/parlamentario/sesiones/03-09-1997/73/downloadTac
03-09-1997,TRIBUNAL DE JUICIO POLITICO,13,75,https://www.senado.gov.ar/parlamentario/sesiones/03-09-1997/75/downloadTac
27-08-1997,ORDINARIA,19,70,https://www.senado.gov.ar/parlamentario/sesiones/27-08-1997/70/downloadTac
21-08-1997,TRIBUNAL DE JUICIO POLITICO,12,69,https://www.senado.gov.ar/parlamentario/sesiones/21-08-1997/69/downloadTac
20-08-1997,ORDINARIA,18,65,https://www.senado.gov.ar/parlamentario/sesiones/20-08-1997/65/downloadTac
20-08-1997,TRIBUNAL DE JUICIO POLITICO,11,68,https://www.senado.gov.ar/parlamentario/sesiones/20-08-1997/68/downloadTac
20-08-1997,TRIBUNAL DE JUICIO POLITICO,21,67,https://www.senado.gov.ar/parlamentario/sesiones/20-08-1997/67/downloadTac
20-08-1997,TRIBUNAL DE JUICIO POLITICO,18,66,https://www.senado.gov.ar/parlamentario/sesiones/20-08-1997/66/downloadTac
14-08-1997,TRIBUNAL DE JUICIO POLITICO,11,64,https://www.senado.gov.ar/parlamentario/sesiones/14-08-1997/64/downloadTac
13-08-1997,TRIBUNAL DE JUICIO POLITICO,17,63,https://www.senado.gov.ar/parlamentario/sesiones/13-08-1997/63/downloadTac
13-08-1997,ORDINARIA,17,62,https://www.senado.gov.ar/parlamentario/sesiones/13-08-1997/62/downloadTac
07-08-1997,TRIBUNAL DE JUICIO POLITICO,10,61,https://www.senado.gov.ar/parlamentario/sesiones/07-08-1997/61/downloadTac
06-08-1997,ORDINARIA,16,58,https://www.senado.gov.ar/parlamentario/sesiones/06-08-1997/58/downloadTac
06-08-1997,TRIBUNAL DE JUICIO POLITICO,20,60,https://www.senado.gov.ar/parlamentario/sesiones/06-08-1997/60/downloadTac
06-08-1997,TRIBUNAL DE JUICIO POLITICO,02,59,https://www.senado.gov.ar/parlamentario/sesiones/06-08-1997/59/downloadTac
16-07-1997,EN MINORÍA,00,57,https://www.senado.gov.ar/parlamentario/sesiones/16-07-1997/57/downloadTac
07-07-1997,TRIBUNAL DE JUICIO POLITICO,16,53,https://www.senado.gov.ar/parlamentario/sesiones/07-07-1997/53/downloadTac
03-07-1997,TRIBUNAL DE JUICIO POLITICO,9,56,https://www.senado.gov.ar/parlamentario/sesiones/03-07-1997/56/downloadTac
02-07-1997,TRIBUNAL DE JUICIO POLITICO,8,52,https://www.senado.gov.ar/parlamentario/sesiones/02-07-1997/52/downloadTac
02-07-1997,ORDINARIA,15,54,https://www.senado.gov.ar/parlamentario/sesiones/02-07-1997/54/downloadTac
02-07-1997,ORDINARIA CONTINUACIÓN,14,51,https://www.senado.gov.ar/parlamentario/sesiones/02-07-1997/51/downloadTac
26-06-1997,TRIBUNAL DE JUICIO POLITICO,19,50,https://www.senado.gov.ar/parlamentario/sesiones/26-06-1997/50/downloadTac
26-06-1997,TRIBUNAL DE JUICIO POLITICO,7,48,https://www.senado.gov.ar/parlamentario/sesiones/26-06-1997/48/downloadTac
26-06-1997,ORDINARIA CONTINUACIÓN,14,49,https://www.senado.gov.ar/parlamentario/sesiones/26-06-1997/49/downloadTac
25-06-1997,ORDINARIA,14,47,https://www.senado.gov.ar/parlamentario/sesiones/25-06-1997/47/downloadTac
19-06-1997,TRIBUNAL DE JUICIO POLITICO,18,46,https://www.senado.gov.ar/parlamentario/sesiones/19-06-1997/46/downloadTac
19-06-1997,TRIBUNAL DE JUICIO POLITICO,6,45,https://www.senado.gov.ar/parlamentario/sesiones/19-06-1997/45/downloadTac
18-06-1997,ORDINARIA,13,42,https://www.senado.gov.ar/parlamentario/sesiones/18-06-1997/42/downloadTac
18-06-1997,TRIBUNAL DE JUICIO POLITICO,17,44,https://www.senado.gov.ar/parlamentario/sesiones/18-06-1997/44/downloadTac
18-06-1997,SIN ESPECIFICAR,8,43,https://www.senado.gov.ar/parlamentario/sesiones/18-06-1997/43/downloadTac
11-06-1997,TRIBUNAL DE JUICIO POLITICO,10,40,https://www.senado.gov.ar/parlamentario/sesiones/11-06-1997/40/downloadTac
11-06-1997,ORDINARIA,12,39,https://www.senado.gov.ar/parlamentario/sesiones/11-06-1997/39/downloadTac
05-06-1997,TRIBUNAL DE JUICIO POLITICO,15,38,https://www.senado.gov.ar/parlamentario/sesiones/05-06-1997/38/downloadTac
04-06-1997,TRIBUNAL DE JUICIO POLITICO,14,36,https://www.senado.gov.ar/parlamentario/sesiones/04-06-1997/36/downloadTac
04-06-1997,TRIBUNAL DE JUICIO POLITICO,15,35,https://www.senado.gov.ar/parlamentario/sesiones/04-06-1997/35/downloadTac
04-06-1997,TRIBUNAL DE JUICIO POLITICO,7,37,https://www.senado.gov.ar/parlamentario/sesiones/04-06-1997/37/downloadTac
04-06-1997,ORDINARIA,11,34,https://www.senado.gov.ar/parlamentario/sesiones/04-06-1997/34/downloadTac
29-05-1997,TRIBUNAL DE JUICIO POLITICO,13,33,https://www.senado.gov.ar/parlamentario/sesiones/29-05-1997/33/downloadTac
21-05-1997,TRIBUNAL DE JUICIO POLITICO,12,32,https://www.senado.gov.ar/parlamentario/sesiones/21-05-1997/32/downloadTac
21-05-1997,ORDINARIA,10,29,https://www.senado.gov.ar/parlamentario/sesiones/21-05-1997/29/downloadTac
21-05-1997,TRIBUNAL DE JUICIO POLITICO,6,31,https://www.senado.gov.ar/parlamentario/sesiones/21-05-1997/31/downloadTac
21-05-1997,TRIBUNAL DE JUICIO POLITICO,9,30,https://www.senado.gov.ar/parlamentario/sesiones/21-05-1997/30/downloadTac
15-05-1997,TRIBUNAL DE JUICIO POLITICO,14,28,https://www.senado.gov.ar/parlamentario/sesiones/15-05-1997/28/downloadTac
08-05-1997,TRIBUNAL DE JUICIO POLITICO,13,27,https://www.senado.gov.ar/parlamentario/sesiones/08-05-1997/27/downloadTac
07-05-1997,TRIBUNAL DE JUICIO POLITICO,5,26,https://www.senado.gov.ar/parlamentario/sesiones/07-05-1997/26/downloadTac
07-05-1997,ORDINARIA,09,25,https://www.senado.gov.ar/parlamentario/sesiones/07-05-1997/25/downloadTac
30-04-1997,ORDINARIA,08,22,https://www.senado.gov.ar/parlamentario/sesiones/30-04-1997/22/downloadTac
30-04-1997,TRIBUNAL DE JUICIO POLITICO,5,24,https://www.senado.gov.ar/parlamentario/sesiones/30-04-1997/24/downloadTac
30-04-1997,TRIBUNAL DE JUICIO POLITICO,11,23,https://www.senado.gov.ar/parlamentario/sesiones/30-04-1997/23/downloadTac
24-04-1997,SIN ESPECIFICAR,12,21,https://www.senado.gov.ar/parlamentario/sesiones/24-04-1997/21/downloadTac
23-04-1997,ORDINARIA,07,20,https://www.senado.gov.ar/parlamentario/sesiones/23-04-1997/20/downloadTac
22-04-1997,ASAMBLEA,00,00,https://www.senado.gov.ar/parlamentario/sesiones/22-04-1997/00/downloadTac
17-04-1997,TRIBUNAL DE JUICIO POLITICO,11,19,https://www.senado.gov.ar/parlamentario/sesiones/17-04-1997/19/downloadTac
16-04-1997,ORDINARIA,06,16,https://www.senado.gov.ar/parlamentario/sesiones/16-04-1997/16/downloadTac
16-04-1997,TRIBUNAL DE JUICIO POLITICO,10,17,https://www.senado.gov.ar/parlamentario/sesiones/16-04-1997/17/downloadTac
16-04-1997,TRIBUNAL DE JUICIO POLITICO,4,18,https://www.senado.gov.ar/parlamentario/sesiones/16-04-1997/18/downloadTac
10-04-1997,TRIBUNAL DE JUICIO POLITICO,10,15,https://www.senado.gov.ar/parlamentario/sesiones/10-04-1997/15/downloadTac
09-04-1997,TRIBUNAL DE JUICIO POLITICO,9,14,https://www.senado.gov.ar/parlamentario/sesiones/09-04-1997/14/downloadTac
09-04-1997,ORDINARIA,05,13,https://www.senado.gov.ar/parlamentario/sesiones/09-04-1997/13/downloadTac
02-04-1997,TRIBUNAL DE JUICIO POLITICO,3,12,https://www.senado.gov.ar/parlamentario/sesiones/02-04-1997/12/downloadTac
02-04-1997,TRIBUNAL DE JUICIO POLITICO,4,11,https://www.senado.gov.ar/parlamentario/sesiones/02-04-1997/11/downloadTac
02-04-1997,ORDINARIA,04,10,https://www.senado.gov.ar/parlamentario/sesiones/02-04-1997/10/downloadTac
19-03-1997,TRIBUNAL DE JUICIO POLITICO,2,9,https://www.senado.gov.ar/parlamentario/sesiones/19-03-1997/9/downloadTac
19-03-1997,TRIBUNAL DE JUICIO POLITICO,3,8,https://www.senado.gov.ar/parlamentario/sesiones/19-03-1997/8/downloadTac
19-03-1997,ORDINARIA,03,07,https://www.senado.gov.ar/parlamentario/sesiones/19-03-1997/07/downloadTac
18-03-1997,ASAMBLEA,0,0,https://www.senado.gov.ar/parlamentario/sesiones/18-03-1997/0/downloadTac
12-03-1997,ORDINARIA,02,05,https://www.senado.gov.ar/parlamentario/sesiones/12-03-1997/05/downloadTac
12-03-1997,TRIBUNAL DE JUICIO POLITICO,1,6,https://www.senado.gov.ar/parlamentario/sesiones/12-03-1997/6/downloadTac
05-03-1997,TRIBUNAL DE JUICIO POLITICO,8,3,https://www.senado.gov.ar/parlamentario/sesiones/05-03-1997/3/downloadTac
05-03-1997,TRIBUNAL DE JUICIO POLITICO,2,4,https://www.senado.gov.ar/parlamentario/sesiones/05-03-1997/4/downloadTac
05-03-1997,ORDINARIA,01,02,https://www.senado.gov.ar/parlamentario/sesiones/05-03-1997/02/downloadTac
01-03-1997,ASAMBLEA,0,0,https://www.senado.gov.ar/parlamentario/sesiones/01-03-1997/0/downloadTac
26-02-1997,EXTRAORDINARIA,04,87,https://www.senado.gov.ar/parlamentario/sesiones/26-02-1997/87/downloadTac
26-02-1997,PREPARATORIA,00,01,https://www.senado.gov.ar/parlamentario/sesiones/26-02-1997/01/downloadTac
12-02-1997,EXTRAORDINARIA,03,86,https://www.senado.gov.ar/parlamentario/sesiones/12-02-1997/86/downloadTac
19-12-1996,EXTRAORDINARIA,02,85,https://www.senado.gov.ar/parlamentario/sesiones/19-12-1996/85/downloadTac
18-12-1996,EXTRAORDINARIA,02,83,https://www.senado.gov.ar/parlamentario/sesiones/18-12-1996/83/downloadTac
18-12-1996,TRIBUNAL DE JUICIO POLITICO,07,84,https://www.senado.gov.ar/parlamentario/sesiones/18-12-1996/84/downloadTac
11-12-1996,TRIBUNAL DE JUICIO POLITICO,01,82,https://www.senado.gov.ar/parlamentario/sesiones/11-12-1996/82/downloadTac
11-12-1996,EXTRAORDINARIA,02,80,https://www.senado.gov.ar/parlamentario/sesiones/11-12-1996/80/downloadTac
11-12-1996,TRIBUNAL DE JUICIO POLITICO,06,81,https://www.senado.gov.ar/parlamentario/sesiones/11-12-1996/81/downloadTac
04-12-1996,EXTRAORDINARIA,01,79,https://www.senado.gov.ar/parlamentario/sesiones/04-12-1996/79/downloadTac
28-11-1996,ORDINARIA CONTINUACIÓN,31,78,https://www.senado.gov.ar/parlamentario/sesiones/28-11-1996/78/downloadTac
27-11-1996,ORDINARIA,31,74,https://www.senado.gov.ar/parlamentario/sesiones/27-11-1996/74/downloadTac
27-11-1996,TRIBUNAL DE JUICIO POLITICO,08,77,https://www.senado.gov.ar/parlamentario/sesiones/27-11-1996/77/downloadTac
27-11-1996,TRIBUNAL DE JUICIO POLITICO,05,75,https://www.senado.gov.ar/parlamentario/sesiones/27-11-1996/75/downloadTac
27-11-1996,TRIBUNAL DE JUICIO POLITICO,07,76,https://www.senado.gov.ar/parlamentario/sesiones/27-11-1996/76/downloadTac
20-11-1996,ESPECIAL,30,73,https://www.senado.gov.ar/parlamentario/sesiones/20-11-1996/73/downloadTac
20-11-1996,ORDINARIA,29,72,https://www.senado.gov.ar/parlamentario/sesiones/20-11-1996/72/downloadTac
13-11-1996,ASAMBLEA,00,00,https://www.senado.gov.ar/parlamentario/sesiones/13-11-1996/00/downloadTac
13-11-1996,ORDINARIA CONTINUACIÓN,28,69,https://www.senado.gov.ar/parlamentario/sesiones/13-11-1996/69/downloadTac
13-11-1996,TRIBUNAL DE JUICIO POLITICO,09,71,https://www.senado.gov.ar/parlamentario/sesiones/13-11-1996/71/downloadTac
13-11-1996,TRIBUNAL DE JUICIO POLITICO,07,70,https://www.senado.gov.ar/parlamentario/sesiones/13-11-1996/70/downloadTac
06-11-1996,ORDINARIA CONTINUACIÓN,28,67,https://www.senado.gov.ar/parlamentario/sesiones/06-11-1996/67/downloadTac
06-11-1996,TRIBUNAL DE JUICIO POLITICO,06,68,https://www.senado.gov.ar/parlamentario/sesiones/06-11-1996/68/downloadTac
30-10-1996,TRIBUNAL DE JUICIO POLITICO,04,65,https://www.senado.gov.ar/parlamentario/sesiones/30-10-1996/65/downloadTac
30-10-1996,TRIBUNAL DE JUICIO POLITICO,05,66,https://www.senado.gov.ar/parlamentario/sesiones/30-10-1996/66/downloadTac
30-10-1996,ORDINARIA,28,64,https://www.senado.gov.ar/parlamentario/sesiones/30-10-1996/64/downloadTac
23-10-1996,TRIBUNAL DE JUICIO POLITICO,08,63,https://www.senado.gov.ar/parlamentario/sesiones/23-10-1996/63/downloadTac
23-10-1996,ORDINARIA,27,62,https://www.senado.gov.ar/parlamentario/sesiones/23-10-1996/62/downloadTac
16-10-1996,ORDINARIA,26,60,https://www.senado.gov.ar/parlamentario/sesiones/16-10-1996/60/downloadTac
16-10-1996,TRIBUNAL DE JUICIO POLITICO,06,61,https://www.senado.gov.ar/parlamentario/sesiones/16-10-1996/61/downloadTac
09-10-1996,ORDINARIA,25,57,https://www.senado.gov.ar/parlamentario/sesiones/09-10-1996/57/downloadTac
09-10-1996,TRIBUNAL DE JUICIO POLITICO,04,58,https://www.senado.gov.ar/parlamentario/sesiones/09-10-1996/58/downloadTac
09-10-1996,TRIBUNAL DE JUICIO POLITICO,05,59,https://www.senado.gov.ar/parlamentario/sesiones/09-10-1996/59/downloadTac
02-10-1996,ORDINARIA,24,54,https://www.senado.gov.ar/parlamentario/sesiones/02-10-1996/54/downloadTac
02-10-1996,TRIBUNAL DE JUICIO POLITICO,03,56,https://www.senado.gov.ar/parlamentario/sesiones/02-10-1996/56/downloadTac
02-10-1996,TRIBUNAL DE JUICIO POLITICO,28,55,https://www.senado.gov.ar/parlamentario/sesiones/02-10-1996/55/downloadTac
25-09-1996,TRIBUNAL DE JUICIO POLITICO,27,52,https://www.senado.gov.ar/parlamentario/sesiones/25-09-1996/52/downloadTac
25-09-1996,ORDINARIA,23,51,https://www.senado.gov.ar/parlamentario/sesiones/25-09-1996/51/downloadTac
25-09-1996,TRIBUNAL DE JUICIO POLITICO,02,53,https://www.senado.gov.ar/parlamentario/sesiones/25-09-1996/53/downloadTac
18-09-1996,EN MINORÍA,00,50,https://www.senado.gov.ar/parlamentario/sesiones/18-09-1996/50/downloadTac
17-09-1996,ASAMBLEA,00,00,https://www.senado.gov.ar/parlamentario/sesiones/17-09-1996/00/downloadTac
11-09-1996,TRIBUNAL DE JUICIO POLITICO,26,49,https://www.senado.gov.ar/parlamentario/sesiones/11-09-1996/49/downloadTac
11-09-1996,ORDINARIA,22,46,https://www.senado.gov.ar/parlamentario/sesiones/11-09-1996/46/downloadTac
11-09-1996,TRIBUNAL DE JUICIO POLITICO,07,47,https://www.senado.gov.ar/parlamentario/sesiones/11-09-1996/47/downloadTac
11-09-1996,TRIBUNAL DE JUICIO POLITICO,01,48,https://www.senado.gov.ar/parlamentario/sesiones/11-09-1996/48/downloadTac
04-09-1996,ORDINARIA,21,45,https://www.senado.gov.ar/parlamentario/sesiones/04-09-1996/45/downloadTac
28-08-1996,TRIBUNAL DE JUICIO POLITICO,25,44,https://www.senado.gov.ar/parlamentario/sesiones/28-08-1996/44/downloadTac
28-08-1996,ORDINARIA,20,43,https://www.senado.gov.ar/parlamentario/sesiones/28-08-1996/43/downloadTac
21-08-1996,TRIBUNAL DE JUICIO POLITICO,06,41,https://www.senado.gov.ar/parlamentario/sesiones/21-08-1996/41/downloadTac
21-08-1996,TRIBUNAL DE JUICIO POLITICO,04,40,https://www.senado.gov.ar/parlamentario/sesiones/21-08-1996/40/downloadTac
21-08-1996,TRIBUNAL DE JUICIO POLITICO,03,42,https://www.senado.gov.ar/parlamentario/sesiones/21-08-1996/42/downloadTac
21-08-1996,ORDINARIA,19,38,https://www.senado.gov.ar/parlamentario/sesiones/21-08-1996/38/downloadTac
14-08-1996,TRIBUNAL DE JUICIO POLITICO,23,37,https://www.senado.gov.ar/parlamentario/sesiones/14-08-1996/37/downloadTac
14-08-1996,ORDINARIA,18,36,https://www.senado.gov.ar/parlamentario/sesiones/14-08-1996/36/downloadTac
07-08-1996,TRIBUNAL DE JUICIO POLITICO,04,35,https://www.senado.gov.ar/parlamentario/sesiones/07-08-1996/35/downloadTac
07-08-1996,ORDINARIA,17,34,https://www.senado.gov.ar/parlamentario/sesiones/07-08-1996/34/downloadTac
31-07-1996,EN MINORÍA,00,33,https://www.senado.gov.ar/parlamentario/sesiones/31-07-1996/33/downloadTac
17-07-1996,TRIBUNAL DE JUICIO POLITICO,22,32,https://www.senado.gov.ar/parlamentario/sesiones/17-07-1996/32/downloadTac
17-07-1996,ORDINARIA,16,31,https://www.senado.gov.ar/parlamentario/sesiones/17-07-1996/31/downloadTac
10-07-1996,ORDINARIA,15,30,https://www.senado.gov.ar/parlamentario/sesiones/10-07-1996/30/downloadTac
03-07-1996,ORDINARIA,14,29,https://www.senado.gov.ar/parlamentario/sesiones/03-07-1996/29/downloadTac
26-06-1996,TRIBUNAL DE JUICIO POLITICO,03,28,https://www.senado.gov.ar/parlamentario/sesiones/26-06-1996/28/downloadTac
26-06-1996,ORDINARIA,13,27,https://www.senado.gov.ar/parlamentario/sesiones/26-06-1996/27/downloadTac
19-06-1996,ORDINARIA,12,23,https://www.senado.gov.ar/parlamentario/sesiones/19-06-1996/23/downloadTac
19-06-1996,TRIBUNAL DE JUICIO POLITICO,02,25,https://www.senado.gov.ar/parlamentario/sesiones/19-06-1996/25/downloadTac
19-06-1996,TRIBUNAL DE JUICIO POLITICO,02,26,https://www.senado.gov.ar/parlamentario/sesiones/19-06-1996/26/downloadTac
19-06-1996,TRIBUNAL DE JUICIO POLITICO,21,24,https://www.senado.gov.ar/parlamentario/sesiones/19-06-1996/24/downloadTac
12-06-1996,EN MINORÍA,00,22,https://www.senado.gov.ar/parlamentario/sesiones/12-06-1996/22/downloadTac
05-06-1996,ORDINARIA,11,20,https://www.senado.gov.ar/parlamentario/sesiones/05-06-1996/20/downloadTac
05-06-1996,TRIBUNAL DE JUICIO POLITICO,20,21,https://www.senado.gov.ar/parlamentario/sesiones/05-06-1996/21/downloadTac
29-05-1996,ORDINARIA,10,19,https://www.senado.gov.ar/parlamentario/sesiones/29-05-1996/19/downloadTac
22-05-1996,TRIBUNAL DE JUICIO POLITICO,03,16,https://www.senado.gov.ar/parlamentario/sesiones/22-05-1996/16/downloadTac
22-05-1996,TRIBUNAL DE JUICIO POLITICO,01,18,https://www.senado.gov.ar/parlamentario/sesiones/22-05-1996/18/downloadTac
22-05-1996,ORDINARIA,09,15,https://www.senado.gov.ar/parlamentario/sesiones/22-05-1996/15/downloadTac
22-05-1996,TRIBUNAL DE JUICIO POLITICO,05,17,https://www.senado.gov.ar/parlamentario/sesiones/22-05-1996/17/downloadTac
15-05-1996,EN MINORÍA,00,14,https://www.senado.gov.ar/parlamentario/sesiones/15-05-1996/14/downloadTac
08-05-1996,ORDINARIA,08,13,https://www.senado.gov.ar/parlamentario/sesiones/08-05-1996/13/downloadTac
25-04-1996,ASAMBLEA,00,00,https://www.senado.gov.ar/parlamentario/sesiones/25-04-1996/00/downloadTac
24-04-1996,ORDINARIA,07,12,https://www.senado.gov.ar/parlamentario/sesiones/24-04-1996/12/downloadTac
17-04-1996,ORDINARIA,06,11,https://www.senado.gov.ar/parlamentario/sesiones/17-04-1996/11/downloadTac
10-04-1996,TRIBUNAL DE JUICIO POLITICO,04,09,https://www.senado.gov.ar/parlamentario/sesiones/10-04-1996/09/downloadTac
10-04-1996,TRIBUNAL DE JUICIO POLITICO,19,10,https://www.senado.gov.ar/parlamentario/sesiones/10-04-1996/10/downloadTac
10-04-1996,ORDINARIA,05,08,https://www.senado.gov.ar/parlamentario/sesiones/10-04-1996/08/downloadTac
09-04-1996,ASAMBLEA,00,00,https://www.senado.gov.ar/parlamentario/sesiones/09-04-1996/00/downloadTac
27-03-1996,ORDINARIA,04,07,https://www.senado.gov.ar/parlamentario/sesiones/27-03-1996/07/downloadTac
20-03-1996,ORDINARIA,03,06,https://www.senado.gov.ar/parlamentario/sesiones/20-03-1996/06/downloadTac
